score,content
1,"apk tolol, gue mau edit aja ga bisa muncul tulisan "" maaf ada kesalahan saat memproses"" terus, goblok nih mah apk!!"
5,Bagus sekali bisa ganti2 rambut dan bisa ganti2 latar belakang pokoknya saya kasih bintang 5👍
5,Baru kali ini lihat hasil face App ternyata bgus bngeeeet.. dari nggk pede jadi lebih dan lebih pede... pokoknya best dech
5,Bagus sekali hanya saja vidio tidak dapat di edit photo saja kenapa
5,Aplikasi yg bagus untuk mengedit photo dan buat latar belakang ...
1,Wah apk yg sangat membantu :) Saking membantunya Sampe banyak laki² yg chat aku karna aku cantik pdhal gua laki .. :) emang gada otak yg bikin apk ini :)
4,Wah........... lumayan baguslah yang pro bisa ditonton pake iklan
5,Cantik dan bagus untuk wajah....🌸anda bisa donglot ini karna bagus bngit....😂😂
5,Good👌bikin pangling bagus dari asli ny cuma klo bisa gak usah berbayar😁
1,kenapa aplikasi nya gak bisa di pake ya selalu ada kucing ada kesalahan tolong dong di benarin
5,"bagus dan menarik, mdh²an tdk berubah jadi jelek seperti yg trjadi kebanyakan."
3,"kereeennnnnnn. tapiii bayar yg lain nya,,ribet kalo bayar bayar mending kalo pake kuota ga masalah dahh"
5,"Aku suka banget app ini karena aku bisa ubah wajah orang, pokoknya bagus banget ❤"
5,Suatu pengalaman menarik ttg perubahan wajah dari technologi canggih..bisa bikin hapy suasana hati
5,Aplikasi ini bagus banget kubagiin ke temen temenku mereka bilang cantikkk banget segitu aja ya tankyou 😉
5,sa ya suka sih aplikasinya cuman tolong diperbaiki lagi ya supaya lebih lengkap editannya
5,Ya saya sangat suka dengan afk ini dan saya tetepa ingin afk ingin lebih bagus lagi ttp seterusnya
5,sangat bagus.tp kalo boleh pro nya di buka agar editanya lebih seruh
5,"Kok gak bisa pakai iklan lg sih,pdahal aq suka banget"
3,Setelah diupdate kenapa pada pro sih efeknya. Balikin seperti dulu aja
3,"Sekarang tidak ada putar iklan buat yang pro, sayang banget"
4,Lumayan bagus ni face app buat edit Jadi keren hasilnya.
1,apa ada spec tertentu untuk hpnya? karena pas saya instal gak bisa edit photo.. tolong perbaiki lagi...
5,Hai kenalin nama aku Safa aku tadi coba gabungngin muka nya jin sama v hasil nya bagus banget dan aku coba foto cemburut dan bisa jadi senyum apk nya bagus banget kalian pokok nya harus download deh yaudah itu aja yang aku mau sampein bye............
5,Wah bagus sampe mbah ku suka soalnya aplikasinya bisa jadi tua dan muda 👍
1,"aplikasi ini kacau, awas2 nanti data kita bisa di akses. udah ada di berita"
3,Setelah update g bagus saya kurangi bintangnya. Bagus facelab.tanpa ada iklan bisa open
4,"Mantap,.. bagus sekali aplikasinya, tp sayang banyak yang harus di beli.."
5,Bener2 menakjubkan satu wajah bisa banyak macam riasan cantik lagi
1,Kalian jangan download aplikasi ini aplikasi ini bisa membaca akun kalian dan nanti akun kalian ga ada jadi tolong jangan download aplikasi ini kalau kalian udah download hapus aja
5,"aplikasi bagus , cuma sayang nya pakai pro , kalau bisa free lebih banyak lagi yg suka"
3,Mohon maaf admin Masukan dr sy.. Aplikasinya bagus.jgn byk pemebelian krn kita kan dah akses modal kuota..perbanyak yg editan yg gratis biar makin byk peminat Sementara sy ksh bintang 3 dulu ya.tlng di tingkatkan lg dr saran2 kami biar lebih byk yg ksh bintang 5 lg
5,Aplikasinya bagus banget aku yang tadinya jelek jadi cantik banget kayak artis sampai aku ngga nyangka kalo itu aku
1,Sekarang waktunya uninstal cuma edit poto doang hrs pake byr. 👎aplikasinya sudah ga banyak make lgi
3,paling bagus yang versi awal bisa bikin wajah jadi lebih cantik atau ganteng
2,"Semuanya berbayar tidak ada yang bisa di edit, sama saja bohong"
5,Gamenya seru bisa bikin ganteng dan manis wajahnya sangat seru gamenya aku nilai 5*
5,Aplikasinya okeeeeeeeeeehhh....dechh....pokonya...edit foto jadi mudah n asyikk...
1,"Gak bisa di buka selalu aplikasi nya ""ada yang tidak beres harap coba lagi"""
1,Apa gunanya untuk bayar nanti juga kita hapus aplikasinya buang buang duit Lebih bagus dibikin gratis
5,"Kalau GRATIS mah enak seru, ini berbayar tapi bagus seh buat seru seruan"
5,"bagus sekali, saya suka dengan aflikasi ini menampilkan wajah yang sesuai ke inginan saya,"
5,Amazing.... Face app mmg gokil.... Akan lebih okey lagi bila bbrp editor lock PRO di OPEN saja... Wkwkw
5,Sangat bagus.. Namun dimhon untuk yg pro jgn mahal² biayanya dong.. 😂😂😊
1,sialan q donload...gk bisa buat edit..dasar aplikasi bego....buang buang kuota aja
5,Sangat menghibur..semoga data2 kami yg tersimpan tidak disalah artikan..terimakasih
1,Aplikasi nya bagus kenapa tiba² lag atau keluar sendiri ya tolomg perbaiki
5,Aplikasi nya bagus udah 3 juta yang download keluarga aku download juga aplikasi nya semua ada bisa jadi artis yang terkenal itu aku suka aplikasi ini😘😊
5,wau aplikasi nya sangat menarik dan bagus sekali.saya sangat suka dengan aplikasi ini buruan dowunlod
5,"Mantab luar biasa, .... Lebih disempurnakan lagi aplikasinya"
5,"mantap aplikasinya,. lagi viral skrang di sosmed,.lebih ditingkatkan lagi, jangan ada yg harus bayar.."
5,"Selamat sore ,aq senang deh sama aplikasi faceApp ini. Bisa membuat kita jdi makin cantik"
5,Aplikasi ini bagus banget aku suka banget jadi kita harus banget nih main apk ini so bagus dan cool
5,"Aplikasi ini bagus banget, tapi aku ga suka nya itu karena harus langganan ap ga kaya gitu tp aplikasi ini bagus banget 😆"
4,Aplikasi bagus tpi sayang 80% filter di unlock!
5,canggih keren tinggal efek gratisnya di banyakin hehehe pokoknya sempurna abis
1,Gak biaa digunakan.. Aneh banget... Padahal sy pake hp samsung A50... Sangat mengecewakannnnnnnn
4,Maaf saya kasih bintang 4 karena tidak gratis dan pro maaf aplikasi nya bagus tapi tidak gratis
5,Keren habis wajah berubah total siip faceapp sukses selalu.
5,"Aplikasinya bagus banget , ga nyesel aku download aplikasi ini.. Ayokk gaes kalian download seru dan bagus banget ini apk nya😘😘🥰😍trimakasih FaceApp"
1,"aplikasinya sangat jelek banget gak guna untuk di instal,gak guna broo mendingan gak usah di instal"
5,Menurut saya lumaya cuman kalo bisa jangn pakek iklan untuk pakai rambut dan warna nya
5,Applukasi ini Cukup menarik dan penuh tantangan buat hiburan....
5,aplikasinya bagus beut sih gak boong wajib coba gak coba nyesel dah percaya deh nih tuh aplikasi top beut mantap
3,"Bintang 3 dulu, perbanyak fitur gaya rambutnya!.."
1,"panteeeeeekk.. aplikasi apaan ini kagak bisa di pakaii percuma aja di instal habisin kuota dasar gaak guna, gaak bermanfaat... aplikasi anjiiiiing maah"
1,Tolong kalo mau pake filter jangan suruh bayar ya 🙏 lebih suka FaceApp yang dulu dari pada sekarang 😔😢
2,banyak yg harus beli...kalau bisa jangan. pasti lebih bagus...bnyk kecewa. krna bnyk harus di beli.jdi kasi bintang 2 dulu ya
5,Aplikasi yg sangat bgs untuk pengeditan sngt smpurna makasih brow...
4,Mirip game epep😠😡 Wkwkkw canda Aplikasinya bagus cuma kalo bisa ilangin tulisan faceapp pas selesai edit
1,sebel deh ngabisin kuota aja ini aplikasi.mana download nya susah banget.. nyesel malah kuota nya yg habis
2,"kembalikan ke versi lama, update ko makin mengurangi rating"
5,apk ini sangat bagus kalau tidak download kalian akan menyesal jika apk ini bagus silahkan like dan berikan bintang 5 ke apk ini yaitu nama nya faceApp
1,Kenapa yg versi pro ga bisa make iklan jadi kaga seru lah uninstall...
5,"Ok, cuma rapihin dikit dong. Masa saya ngedit rambut keliatan bgt editannya:'("
5,"Ini apa bagus bangetttt, sayang bangettt, penyelamat untuk mukaku yg susah berekspresi 💞😘"
5,apk mantap. q suka bgtttttt.. baru ku installl dan ku cobaa.. udahh woww bngettt
1,baru sekali pake kok langsung force close? hp gw samsung note 8 padahal
1,sangat jelek app ga fungsi gini! bintang 1 aja juga ga layak
1,Aplikasi terbaru nya semua berbayar..... Aku buang ke sampah. Gak bermutu
5,Bagusss bet sumpahh rekomendasi banget sih ini simple gitu loh .... Buat yang males ngedit mending pake apk ini aja
5,Aplikasi ini sangat bagus. Hasil editan fotonya bagus2 banget.
5,Sangat bagus cumn satu kekuranganta yaitu hrus ada dibilang 💎 DIAMON seadainya kyak beauti plus pasti sangt bnyak peminatnya Yg tdk kendor SEMNGATNYA pakei aplikasi ini
5,"luarbiasa, tapi kalau boleh gratisan semua, jngan harus prabayar gutu"
5,Astaga bagus banget aplikasih nya tapi tolong hilang kan lah ikan nya buat gratis ya terimah kasih
5,Senang bermain dengan aplikasi faceApp...joss pokoknya...beda 360°...wkwkwkwkw.
5,Dengan dapat diganti view belakangnya foto terlihat lebih indah
1,aplikasi nya kurang bagus dan kalo mau masuk itu susah menurut ku si kurang bagus
1,"app eror penipuan ini namanya, masa tiap mau edit ada kata2 ""ada yang tidak beres"". penipuan seperti ini bisa di tuntut loh."
4,Apk ini bagus talpi ada yg kurang yaitu banyak yg terkunci jadi harus bayarr😭 Tp apk nya bgus😊
1,gembel bgt loading buat edit foto nya lama dan gk bisa
4,bagus...sayangnya fiturnya terbatas tolong donk kasih lagi free hehehe
2,lha baru di instal..mau buat edit poto koq force close terus terusan..apa apaan ini ya?
5,"hai aku yuka, aku suka banget sama aplikasi ini. Kalian harus download deh, beneran. And aplikasi ini sangat membantu ku^^"
2,mau ngedit pilih foto loading nya lama !!
5,Aplikasi ini sangat bagus tpi sayang masih baxak editannya yg harus di bayar
5,"Puas dengan hasil yang maksimal ,faceApp top👍."
5,"Ini app nya bagus banget klean harus dowlond kalau gak nyesel nanti, oya btw yg bilang jelek!?!!!!!!!!!! Kyak gitu aneh ya kayak bocil ,canda bocil"
5,"mantap dan the best,truz cara buka pilihan editor pro gmna yah"
2,😒 bikin yang versi gratis juga dong .. Masa semua pro semua
1,"Kecewa berat aplikasi nya tidak bisa di pakai, semuanya harus pro."
1,"ko foto dari faceapp ga bisa kesimpen ke galeri sh, tp ftonya ada tp d cari d galeri ga ada jawab dong"
5,"mantep..aplikasi termahal,hasil nya juga pasti mantep"
2,"kenapa selalu muncul notif ""ada yg tdk beres"" ? tolong diperbaiki ?"
5,Assalamu'alaikum aplikasinya bagus banget pasti yg gk dowload pasti menyesal bangeeet bagi yg belum dowload cepetan dowload mumpung lg viral lho klo udh gk viral lg kalian pasti nyesel wasalamu'alaikum
1,"Katanya gratis 3 hari utk percobaan, gk tau nya langsung disuruh bayar. Jangan di download aplikasi koplak"
5,Mantap...aplikasi sangat jahat ..tapi menyenangkan hhehhehe ati ati tertipu polesannya....harus cek aslie ...mantaaaap
5,aplikasi keren abis..mkin ditingkatkan keseruan yg lainnya...pkx keren abis😎😎
5,Oke keren banget FaceApp mudah di gunakan dan simpel
5,dengan face app kita bisa tampil.trend tanpa.harus make up..pokoknya krenn
5,Aplikasi nya bagus tapi sayang klo milih jenggot lebih bagus malah hrs beli pulsa
5,Aku merasa terhibur dengan adanya FaceApp ini karena aku bisa melihat kembali diriku sewaktu muda
5,"Absolutly, very very good, top banget, seharusnya *7 untuk app ini."
5,Aplikasi foto editan yang sangat sempurna dan Keren. Ane beri 5 ⭐⭐⭐⭐⭐
4,Sumpah nih aplikasi keren banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Aplikasi wajah yang paling bagus yang pernah aku temui!!!!
5,"Kalau bisa lebih banyak yang gratis edit foto nya,terima kasih"
5,Bagus sekali. Saran saya fitur pro nya juga bisa dinikmati dengan cara menonton iklan😇
5,Seru banget edit edit fotoku pake aplikasi ini...jelek jadi syantiik dalam hitungan detik😍😍😍
3,awalnya senang ikutan agechallenge ala seleb yang lagi viral. tapi kok sekarang tidak lagi bisa edit potonya ya? sayang banget quota tuk downlod aplikasinya. terpaksa kasih bintang 3 aja deh
1,"Sudah tidak ada fitur nonton iklan, hanya PRO saja, jadi tidak menarik"
3,"diturunin ya rattingnya, iklannya jangan dihilangin...mendinhg nonton iklan sampe 1 menitan, karena itu ngebantu banget"
4,Ya kalo gitu kata saya mah kurang jauhan gambar dari web nya tolong orang nya bisa di kecil besar mohon mengerti
5,Sangat membatu yg td nya jelek jd cantik poko nya top deh
5,Apk nya bagus sekali bisa merubah wajah remaja tua dan lain lain terimakasih yang sudah membuat apk ini
1,baru mau edit fto langsung ada tulisan ada yg tdk beres sngat mngecewakan
5,aku fajris sodikin..bintangnya kok hanya 5 ngk sepuluh.karena face app ini sangat bagus.trima kasih sukses slalu.
1,"udh downloadd knp ga bisa digunakan buang buang kuota gw ajja, aplikasi apn ga bisa dipake"
5,Dalam sekejap bisa berubah-rubah tanpa repot makeup.😄
5,Okk sihh .. meskipun stelah 3hari mah jdi berbayar tapi gpp lah selagi gratis edit sebanyak2nya
5,Nah gini dong bisa nikmati pro tanpa bayar.. nonton iklan juga gak papa
5,Wah aplikasi ini sangat bagus Saya bisa bikin abang saya jadi cewek cantik wkkwkwkwkwk wkwkwkwkwk kk wkkwkwkw kk wkwwk
5,"sukaaaaa... jd beda aja klo liat wajah muda n tuanya nnt, hehe...thx ya"
1,"Kenapa sih harus berbayar sekarang, dulu pakai iklan lebih enak daripada sekarang semua bayar"
3,kalau bisa sih tulisan face app yg d ujung photo itu gk d tampilin.
3,"Mmm...mungkin ada sedikin kendala ya...jdi downodnya aga lama,padahal gw pk wi-fi🙌✨"
1,"aplikasi tai cuman sekali aja bsa edit foto,next gak bsa sdah"
1,Makin susah harus pilih yang pro padahal saya suka mode iklan
2,coba dulu biasanya nggak bisa dibukak aplikasinya.ini saya download yg kedua kali
5,"Aplikasi keren, ternyata wajah gue tua nya tetep masih syantiq."
5,"Keren abis, tapi ada iklan nyaa Pokonya keren"
5,"Cocok digunakan untuk mempercantik, mempertampan bahkan penyamaran😈 (hehe)"
5,Untuk pencipta aplikasi ini semoga makin sukses dan bisa menciptakan aplikasi yang lebih keren kedepannya sukses terus 👍👍👍
1,Hanya untuk edit foto harus bayar se mahal itu gak wor it bngt 🖕
1,Sudah tidak ada fitur yang bisa digunakan. Semua harus bayar.
1,Tidak ada versi tonton iklan lagi jadi males sama face app
5,"Keren bisa menghilangkan kerutan di wajah,pokoknya keren dah"
5,"Aplikasi ini sangat bagus bisa membuat wajah menjadi lebih baik, thanks 👍"
5,"Aplikasinya bagus banget,buat iseng2,soalnya filter viral cuma ada di sini👍"
1,Dulu bisa pakai walau harus liat iklan. Sekarang gk bisa
5,"lucu dan menghibur aplikasi nya, saran saya coba di tambahkan lgi pilihan edit ny biar mkin greget"
5,"Cepat dan mudah, membuat saya lebih muda 10 tahun. Bahkan lebih dari itu."
5,Mantap banget aplikasinya..kalau bisa tamabah lgi yg lebih mantap
4,Makin suka bikin wajah kita spt muda lagi... nyesel gak mencoba kawan😄😄😄
5,muka aku jelek .sekali aku pake faceapp muka aku langsung jernih apalagi latar belakangnya bagus bingo................km..terima kasih🙏
1,"Sebenarnya aplikasi nya bagus,tapi saya nggk mampu bayar filter"" nya😞"
1,"aplikasi sampah.gk bisa digunakan, ""ada yang tidak beres kepalamu"".JANGAN DI DOWNLOAD,KALIAN BAKALAN MENYESAL"
4,aplikasi ini bagus banget cara ngeditnyapun sangat gampang
1,"Masih ga bisa ada yang tidak beres selalu begitu, padahal awalnya bisa kok untk kesekian kalinya tidak bisa"
5,Apk ny bagus banget Bisa mengubah wajah kita😂 Pokok ny bagus deh
5,"Aplikasi ini sangat luar biasa, membuat saya menjadi wajah lucu!!!"
1,tidak bisa di pakai loadingnya lama di tungga proses slalu gagal
5,Sangat luar biasa aplikasi ini kita bisa edit segala macam saya sangat menyukai aplikasi ini.
5,Apk nya bagus sih cuman yang lainnya nggak kebuka aja tapi kalian wajib download ya soalnya apk nya bagus bet
5,aplikasi ya bagus tolong warna rambut ya di tambah sama jenggot ya juga dan model rambut ya juga tolong di tambah
5,Keren... cuma klo mau editannya keren harus banyak yg di beli
1,"sudah saat nya kita meninggal uninstal, kan face App."
5,Aplikasi nya bagus dan cepet ginstal nya kalian harus dowload secepatnta 😊 😍 Biar kalian tau bagus apa engga apk ini Yauda ya semua Wassalamu'alaikum🙂
2,aplikasi ini kata orang tua saya berbahaya tetapi saya sudh sempat download aplikasi ini tapi aplikasi ini disuruh org tua saya hapus karena aplikasi ini sangat berbahaya makanya saya hapus tapi sebenar nya aplikasi ini bagu tapi gara² bahaya jadi nya saya hapus deh ituh ajah saran saya trimakasih
1,waktu buka app nya tapi error gak bisa proses foto
3,"bagus dan pas apa yg saya mau, tpi syg nya loading foto batal terus"
2,aplikasi ini bagus tapi bisa ngambil data yg kita punya aneh ni apk
3,Yang terbaru malah berasa lebih lemot..proses jd berat.
5,Aplikasinya bagus tapi jangan langsung ke pro jadi bingung kita
5,Mantul benerlah pokoknya kalau bisa tambahin lag model kaca matanya min thank..
1,aplikasi ini sangat bagus untk menghias bentuk wajah yg downlod pasti ngak menyesal
5,mantul mantap betul aku suka banget jadi tambah PD mudah mudahan Semua yang pakai FaceApp ga kecewa
1,"gak mau sama sekali, harapc.coba coba coba coba coba mantap rojer dua x coba tetep gak maooooo -_+"""
5,app ini sangat keren kalo bisa di tambah lagi pilihan jengot nya yang banyak
4,"Seneng sekali aplikasi ini, Tapi biar Lebih keren dan Laris, Tolong Di hilang kan Logo FaceApp nya.zv"
2,Kok inggak bisa gratis lagi nonton iklan Makanya saya kurang ngi bintang nya mohon di stbail kan kembali terimakasih🙏
5,apk sangat membantu...cuma mash banyak yang harus di beli itu yang membuat bosan
1,aplikasi bodong.. baru di donwload sudah ngak bisa di pakai..
5,Tolong jangan terlalu banyak yang harus di beli biar lebih asik. Aplikasinya keren ko.
1,"kaga bisa2,tiap di coba gambar kucing bacaannya ada tdk beres trus srh coba mulu😤"
4,"Apk nya asyik bangettt tinggal sekali klik udh berubah deh, fotonya Makasih ya FaceApp THANKYOU FaceApp"
1,"saya udah download 5 kali kok gk bisa""ya padahal tigal 4% lagi mesti kagak bisa kenapa ya"
1,mengapa tidak bisa editing? selalu keluar tulisan ada yang tidak beres
5,Cukup bagus SI tapi kulihat bagus sekali AKU MAU ucap kan terimakasi YA aplikasi faceapp
5,Bagus ... aplikasi yang menyenangkan.cepat mengubah usia
1,"saya kasih bintang 1 karena stiap saya mau mengedit foto yang keluar katakata ""foto ada yang tidak beres"" tlg respon dong?"
5,app nya bagus juga buat iseng2 edit photo klo lgi ga ada kerjaan
5,"Ini aplikasi luar biasa menurut saya, karena mau bikin umur muda atau tua tidak masalah dan patut dicoba tidak rugi"
